cas	phenotype	source	concentration	duration	phenotype_label	phenotype_CURIE	chem_label	chem_curie
97-77-8	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
56-53-1	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
115-86-6	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Triphenyl phosphates isopropylated	Q27137290
1241-94-7	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Tris(methylphenyl) phosphate	Q411317
2921-88-2	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Chlorpyrifos	http://purl.obolibrary.org/obo/CHEBI_34631
56803-37-3	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	tert-Butylphenyl diphenyl phosphate	
1478-61-1	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
50-28-2	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
203-64-5	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	4H-Cyclopenta(def)phenanthrene	Q27290553
56-38-2	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
860302-33-6	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Firemaster 550	
208-96-8	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
83-32-9	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
85-01-8	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
86-73-7	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
439-14-5	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
58-89-9	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
76-44-8	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
107534-96-3	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
80-05-7	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
133-06-2	Mortality	Biobide	LEL	4dpf	death stage	UBERON_0000071	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
52918-63-5	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
60-57-1	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
52645-53-1	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
50-29-3	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
50-28-2	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
6080-56-4	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	Lead(II) acetate trihydrate	http://purl.obolibrary.org/obo/CHEBI_33112
203-64-5	Jaw morphology	Biobide	LEL	4dpf	ventral mandibular arch morphology, abnormal	ZP_0007203	4H-Cyclopenta(def)phenanthrene	Q27290553
1746-01-6	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
2001-95-8	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
52918-63-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
83-79-4	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
56-35-9	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
115-09-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
97-77-8	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
60-57-1	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
70-30-4	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
56-53-1	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
116-06-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
79-94-7	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
52645-53-1	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
50-29-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
115-86-6	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Triphenyl phosphates isopropylated	Q27137290
53-70-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Dibenz(a,h)anthracene	http://purl.obolibrary.org/obo/CHEBI_35299
1478-61-1	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
58-89-9	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
6080-56-4	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Lead(II) acetate trihydrate	http://purl.obolibrary.org/obo/CHEBI_33112
2465-27-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
860302-33-6	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Firemaster 550	
207-08-9	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Benzo(k)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34569
2921-88-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Chlorpyrifos	http://purl.obolibrary.org/obo/CHEBI_34631
56803-37-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	tert-Butylphenyl diphenyl phosphate	
76-44-8	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
56-55-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
50-28-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
1241-94-7	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Tris(methylphenyl) phosphate	Q411317
56-38-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
208-96-8	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
85-01-8	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
439-14-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
80-05-7	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
63-25-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
203-64-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	4H-Cyclopenta(def)phenanthrene	Q27290553
83-32-9	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
86-73-7	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
107534-96-3	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
29761-21-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Isodecyl diphenyl phosphate	Q27254368
133-06-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Captan	http://purl.obolibrary.org/obo/CHEBI_34608
13674-84-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Tris(2-chloroisopropyl)phosphate	Q2454095
1069-66-5	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Sodium valproate	http://purl.obolibrary.org/obo/CHEBI_9925
205-99-2	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Benzo(b)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34565
64-86-8	Microcephaly or abnormal head shape	Biobide	LEL	4dpf	head shape, abnormal	ZP_0002314	Colchicine	http://purl.obolibrary.org/obo/CHEBI_51074
1746-01-6	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
83-79-4	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
97-77-8	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
79-94-7	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
60-57-1	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
115-86-6	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
68937-41-7	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Triphenyl phosphates isopropylated	Q27137290
1478-61-1	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
2465-27-2	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
58-89-9	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
50-28-2	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
1241-94-7	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	2-Ethylhexyl diphenyl phosphate	Q27259513
56-38-2	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
203-64-5	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	4H-Cyclopenta(def)phenanthrene	Q27290553
208-96-8	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
85-01-8	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
439-14-5	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
80-05-7	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
107534-96-3	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
56-55-3	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
83-32-9	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
86-73-7	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
63-25-2	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
205-99-2	Microphthalmia/Cyclopia	Biobide	LEL	4dpf	eye abnormal, abnormal	ZP_0008271	Benzo(b)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34565
50-28-2	Malformation of the sacculi/otoliths	Biobide	LEL	4dpf	otic vesicle morphology, abnormal	ZP_0001601	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
1746-01-6	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
52918-63-5	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Deltamethrin	http://purl.obolibrary.org/obo/CHEBI_4388
56-35-9	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Bis(tributyltin)oxide	http://purl.obolibrary.org/obo/CHEBI_81543
83-79-4	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Rotenone	http://purl.obolibrary.org/obo/CHEBI_28201
97-77-8	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
115-09-3	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
70-30-4	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Hexachlorophene	http://purl.obolibrary.org/obo/CHEBI_5693
68937-41-7	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Triphenyl phosphates isopropylated	Q27137290
79-94-7	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	3,3',5,5'-Tetrabromobisphenol A	http://purl.obolibrary.org/obo/CHEBI_33217
56-53-1	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Diethylstilbestrol	http://purl.obolibrary.org/obo/CHEBI_41922
60-57-1	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Dieldrin	http://purl.obolibrary.org/obo/CHEBI_34696
115-86-6	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
116-06-3	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
50-29-3	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
860302-33-6	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Firemaster 550	
58-89-9	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Lindane	http://purl.obolibrary.org/obo/CHEBI_32888
1478-61-1	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Bisphenol AF	http://purl.obolibrary.org/obo/CHEBI_72754
2465-27-2	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Auramine hydrochloride	http://purl.obolibrary.org/obo/CHEBI_51876
52645-53-1	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
56-55-3	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Benz(a)anthracene	http://purl.obolibrary.org/obo/CHEBI_51348
56803-37-3	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	tert-Butylphenyl diphenyl phosphate	
1241-94-7	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Tris(methylphenyl) phosphate	Q411317
50-28-2	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	17beta-Estradiol	http://purl.obolibrary.org/obo/CHEBI_16469
56-38-2	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Parathion	http://purl.obolibrary.org/obo/CHEBI_27928
85-01-8	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
439-14-5	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Diazepam	http://purl.obolibrary.org/obo/CHEBI_49575
80-05-7	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Bisphenol A	http://purl.obolibrary.org/obo/CHEBI_33216
76-44-8	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Heptachlor	http://purl.obolibrary.org/obo/CHEBI_34785
203-64-5	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	4H-Cyclopenta(def)phenanthrene	Q27290553
208-96-8	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Acenaphthylene	http://purl.obolibrary.org/obo/CHEBI_33081
107534-96-3	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Tebuconazole	http://purl.obolibrary.org/obo/CHEBI_81781
83-32-9	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Acenaphthene	http://purl.obolibrary.org/obo/CHEBI_22154
63-25-2	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
29761-21-5	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Isodecyl diphenyl phosphate	Q27254368
86-73-7	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Fluorene	http://purl.obolibrary.org/obo/CHEBI_28266
205-99-2	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Benzo(b)fluoranthene	http://purl.obolibrary.org/obo/CHEBI_34565
1069-66-5	Heart edema/irregular shape	Biobide	LEL	4dpf	heart abnormal, abnormal	ZP_0009266	Sodium valproate	http://purl.obolibrary.org/obo/CHEBI_9925
1241-94-7	Abnormal heartbeat	Biobide	LEL	4dpf	heart contraction rate, abnormal	ZP_0009432	2-Ethylhexyl diphenyl phosphate	Q27259513
1330-78-5	Abnormal heartbeat	Biobide	LEL	4dpf	heart contraction rate, abnormal	ZP_0009432	Tris(methylphenyl) phosphate	Q411317
85-01-8	Abnormal heartbeat	Biobide	LEL	4dpf	heart contraction rate, abnormal	ZP_0009432	Phenanthrene	http://purl.obolibrary.org/obo/CHEBI_28851
63-25-2	Abnormal heartbeat	Biobide	LEL	4dpf	heart contraction rate, abnormal	ZP_0009432	Carbaryl	http://purl.obolibrary.org/obo/CHEBI_3390
1746-01-6	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	2,3,7,8-Tetrachlorodibenzo-p-dioxin	http://purl.obolibrary.org/obo/CHEBI_28119
2001-95-8	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Valinomycin	http://purl.obolibrary.org/obo/CHEBI_28545
97-77-8	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Disulfiram	http://purl.obolibrary.org/obo/CHEBI_4659
115-09-3	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Methylmercuric(II) chloride	http://purl.obolibrary.org/obo/CHEBI_28216
115-86-6	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Triphenyl phosphate	http://purl.obolibrary.org/obo/CHEBI_35033
116-06-3	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Aldicarb	http://purl.obolibrary.org/obo/CHEBI_2555
50-29-3	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Dichlorodiphenyltrichloroethane	http://purl.obolibrary.org/obo/CHEBI_16130
52645-53-1	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Permethrin	http://purl.obolibrary.org/obo/CHEBI_34911
68937-41-7	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Triphenyl phosphates isopropylated	Q27137290
860302-33-6	Length alteration	Biobide	LEL	4dpf	whole organism length, abnormal	ZP_0012799	Firemaster 550	
